Lugar y fecha,Area General de Origen,Area específica de origen,Consecutivo,Destinatario,Cargo,Cuerpo Oficio,Remitente,Cargo,Copias,Elaboración
"Huixquilucan de Degollado, Estado de México, a 14 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/011/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar la justificación del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 436 ROSA ESTELA REYES GONZÁLEZ 13/01/2020 (SALIDA) SE ENCONTRABA REALIZANDO ACTIVIDADES CONCERNIENTES A ESTA SUBDIRECCIÓN

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 14 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/012/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","
Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar el reintegro de sueldo del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 393 HONORINA MANDUJANO GARCÍA DEL 23 AL 31 DE DICIEMBRE DEL AÑO 2019 SE ENCONTRABA REALIZANDO ACTIVIDADES CONCERNIENTES A ESTA SUBDIRECCIÓN

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 17 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/013/01/2020,C. JOSÉ MANUEL HERNÁNDEZ VELASCO,DIRECTOR DE GOBIERNO,"En atención a su oficio DG/002/2020, de fecha 08 de enero del año en curso, mediante el cual solicita la reubicación de la extensión telefónica 529 correspondiente a la Subdirección de Gobierno de la Zona Tradicional Baja I; al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 20 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/014/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, remito a Usted, certificado de incapacidad con folio C 20316142 del C. Lenin Enrique López Velásquez, con número de cobro 527 quien se encuentra adscrito a esta Subdirección a mi digno cargo, por 5 días, mismos que comprenden del 17 al 21 de enero del año en curso, para su atención procedente.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 20 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/015/01/2020,C. EIKA LARREGUI NAGUEL,"DIRECTORA GENEAL DE
ECOLOGÍA Y MEDIO AMBIENTE
","En atención a su oficio DGEyMA/ZT/005/2020, de fecha 10 de enero del año en curso, mediante el cual solicita sean proporcionadas las contraseñas de los correos electrónicos institucionales correspondientes al Lic. Gustavo Gutiérrez Hernández, Coordinador Administrativo y del Biol Juan Manuel Montoya Salinas, Jefe del Departamento de Fomento y Seguridad Ecológica, al respecto me permito remitir a Usted, en sobre cerrado los correos y las contraseña solicitadas.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 20 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/016/01/2020,C. DIEGO IVAN ROSAS ANAYA,PRIMER REGIDOR,"En atención a su oficio HR1003/2020, de fecha 21 de enero del año en curso, mediante el cual solicita la creación del correo electrónico institucional a su nombre, al respecto me permito remitir a Usted, en sobre cerrado el correo y la contraseña solicitada.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 21 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/017/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar la justificación del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 436 ROSA ESTELA REYES GONZÁLEZ 13/01/2020 (ENTRADA) SE ENCONTRABA REALIZANDO ACTIVIDADES CONCERNIENTES A ESTA SUBDIRECCIÓN

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 21 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/018/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar la justificación del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 411 ARACELI MARTÍNEZ CAMILO 14/01/2020 (DÍA)                 15/01/2020 (DÍA) SE ENCONTRABA REALIZANDO ACTIVIDADES CONCERNIENTES A ESTA SUBDIRECCIÓN

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 22 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/019/01/2020,"MTRA. VIANNEY JASSO PADILLA

","SUBIDRECTORA DE RECURSOS
MATERIALES Y ADQUISICIONES
","Por medio del presente, me permito solicitar a Usted, gire sus apreciables instrucciones a quien corresponda a efecto de realizar la adquisición de las cámaras MINI PTZ 2MP Y BULLET motorizada HDTVI 1080P, ya que son necesarias para el sistema CCTV del Edificio Administrativo Huixquilucan.
Anexo al presente encontrará las 7 requisiciones en original correspondientes a dicha compra.
Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 22 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/020/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD 
","Por medio del presente me permito remitir a Usted, registro interno del control de asistencia del personal adscrito a esta Subdirección a mi digno cargo del periodo que comprende del 01 al 15 de enero del año en curso, dando así cumplimiento a lo establecido en la CIRCULAR No. 002 correspondiente al año 20219.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/021/01/2020,C. EIKA LARREGUI NAGUEL,"DIRECTORA GENEAL DE
ECOLOGÍA Y MEDIO AMBIENTE
","En atención a su oficio DGEyMA/ZT/009/2020, de fecha 21 de enero del año en curso, mediante el cual solicita sean proporcionadas las contraseñas de los correos electrónicos institucionales correspondientes al Biol. Jorge Alberto Landeros Sánchez, Subdirector de Ecología y del Biol. Juan Manuel Cruz Gutiérrez, Jefe del Departamento de Dictaminación, al respecto me permito remitir a Usted, en sobre cerrado los correos y las contraseña solicitadas.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/022/01/2020,MTRA. VIANNEY JASSO PADILLA,"SUBDIRECTORA DE RECURSOS MATERIALES Y ADQUISICIONES
Y SECRETARIA EJECUTIVA DEL COMITÉ DE ADQUISICIONES Y SERVICIOS
","En atención a su oficio DGA/SRMyA/0181/2020, de fecha 24 de enero del año en curso, mediante el cual la empresa denominada CORPORATIVO EN PUBLICIDAD GAVAL&HD, S.A. DE C.V. solicita dar respuesta a la siguiente pregunta:

1.- ¿Para las partidas 12, 64 y 66, los modelos se encuentran descontinuados por el fabricante, motivo por el cual le proponemos entregar Toners Genéricos para esas partidas?

Al respecto me permito informar a Usted, que se acepta la propuesta de la empresa en mención.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/023/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente me permito solicitar a Usted, de la manera más atenta, gire sus apreciables instrucciones a quien corresponda a efecto de realizar el cambio de registro de asistencia en el lector biométrico del Centro Administrativo Huixquilucan al Centro Administrativo Pirules a la C. Susana Reyes Soto, con número de cobro 197 de 09:00 a 17:00 hrs, a partir de la primera quincena del mes de febrero del año en curso, toda vez que así lo requieren las actividades concernientes a esta Subdirección a mi digno cargo.
Lo anterior a efecto de realizar los trámites pertinentes y no se vea afectada en sus percepciones.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/024/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente me permito solicitar a Usted, de la manera más atenta, gire sus apreciables instrucciones a quien corresponda a efecto de realizar el cambio de registro de asistencia en el lector biométrico de Palacio Municipal al Centro Administrativo Huixquilucan a la C. Adriana Hernández Martínez, con número de cobro 578 de 09:00 a 17:00 hrs, a partir de la primera quincena del mes de febrero del año en curso, toda vez que así lo requieren las actividades concernientes a esta Subdirección a mi digno cargo.
Lo anterior a efecto de realizar los trámites pertinentes y no se vea afectada en sus percepciones.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 29 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/025/01/2020,LIC. REINA JAZMIN RINCON MUCIÑO,"SUBDIRECTORA DE PROCESO
ADMINISTRATIVO INTERNO
","En atención al oficio DGA/SPAI/0121/01/2020, de fecha 22 de enero del año en curso, suscrito por la Mtra. Teresa Ginez Serrano, Directora General de Administración, mediante el cual anexa copia simple de los trípticos informativos referentes a:
? CONTROL INTERNO
? CÓDIGO DE ÉTICA
? CÓDIGO DE CONDUCTA
? DERECHOS CIUDADANOS
A efecto de que sean difundidos al personal adscrito a esta Subdirección a mi digno cargo, al respecto me permito remitir a Usted, listado de entrega de trípticos informativos.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 29 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/025/01/2020,LIC. ARMANDO IGNACIO GARCÍA VILLAREAL,SUBDIRECTOR DE GOBIERNO DIGITAL,"En atención al oficio STM/26/2020, de fecha 28 de enero del año en curso, mediante el cual solicita se realice un ambiente de producción para la Ventanilla Municipal para Notarios y otro para las cédulas informativas de zonificación, al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 31 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/026/01/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","En atención a su oficio SFHP/0078/01/2020, de fecha 31 de enero del año en curso, mediante el cual solicita, se realice la liberación del servicio de internet de los equipos asignados a los servidores públicos, Lic. Alma Rocío Rojas Pérez, C.P. Araceli Currilla Juan y C. Gabriela Pedraza Barrios, al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 29 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/027/01/2020,MTRA. VIANNEY JASSO PADILLA,"SUBIDRECTORA DE RECURSOS
MATERIALES Y ADQUISICIONES
","Por medio del presente, me permito solicitar a Usted, gire sus apreciables instrucciones a quien corresponda a efecto de realizar la contratación del Internet empresarial 30 Mbps con telefonía ilimitada hasta el 31 de diciembre del año 2021, ya que es necesario contar con internet de buena calidad para el Almacén Municipal y así puedan están comunicados con los aplicativos del Municipio.
Anexo al presente encontrará las 7 requisiciones en original correspondientes a dicha compra.
Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 30 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/028/01/2020,LIC. REINA JAZMIN RINCÓN MUCIÑO,"SUBDIRECTORA DE PROCESO
ADMINISTRATIVO INTERNO
","En atención al oficio DGA/SPAI/0135/01/2020, de fecha 27 de enero del año en curso, y en seguimiento al similar CIM/SCE/0136/2020, suscrito por el Lic. Benito García Ávalos, Contralor Interno Municipal y Presidente del Comité de Control Interno y Administración de Riesgos del Municipio de Huixquilucan, mediante el cual se remite en formato PDF, los Manuales de Organización y de Procedimientos correspondientes a la Dirección General de Administración, a efecto de que sean revisados y actualizados, al respecto me permito informar a Usted, que respecto a los temas correspondientes a esta Subdirección a mi digno cargo se encuentran sin observaciones.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 31 de enero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/029/01/2020,MTRA. TERESA GINEZ SERRANO,DIRECTORA GENERAL DE ADMINISTRACIÓN,"En atención su oficio DGA/SPAI/0141/01/2020, de fecha 28 de enero del año en curso mediante el cual solicita designar a una persona que funja como enlace, encargado de atender todo lo relacionado con el archivo correspondiente a la Subdirección a mi digno cargo, al respecto me permito proporcionar a Usted, los datos correspondientes a la C. responsable de dicho trámite:

? Nombre: Cinthya Moreno Ramírez
? Cargo: Asistente Administrativo
? Número telefónico: 25 95 70 50 ext: 3454 y 0445527321415

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 04 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/030/02/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar la justificación del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 3181 CINTHYA MORENO RAMÍREZ 31/01/2020 (ENTRADA) SE ENCONTRABA REALIZANDO ACTIVIDADES CONCERNIENTES A ESTA SUBDIRECCIÓN

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 05 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/031/02/2020,LIC. JUAN EDUARDO BARBOSA MAYA,"COORDINADOR ADMINISTRATIVO DE LA 
SECRETARÍA DEL H. AYUNTAMIENTO
","En atención a su oficio SHA/CA/048/2020, de fecha 20 de enero del año en curso, mediante el cual solicita, se realice el cambio de la copiadora RICOH-MP-5000 para el Departamento de Receptoría Juvenil de Reintegración Social, al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 28 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/032/02/2020,LIC. JUAN EDUARDO BARBOSA MAYA,"COORDINADOR ADMINISTRATIVO DE LA 
SECRETARÍA DEL H. AYUNTAMIENTO
","En atención a su oficio SHA/CA/152/2020, de fecha 25 de febrero del año en curso, mediante el cual solicita, se sustituya una copiado en renta instalada en la Coordinación Administrativa, ubicada en las oficinas del Centro Administrativo Excinemas, al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 05 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/033/02/2020,LIC. REINA JAZMIN RINCÓN MUCIÑO,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Hospedaje de Páginas Web, para el periodo que comprende del 01 al 31 de enero del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV-78-2019, de igual forma adjunto al presente, factura original con número de folio 0071

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 05 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/034/02/2020,LIC. REINA JAZMIN RINCÓN MUCIÑO,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Correo Electrónico, para el periodo que comprende del 01 al 31 de enero del año en curso, correspondiente al contrato número AHU/AD/901t/2019, de igual forma adjunto al presente, factura original con número de folio 0072.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 06 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/035/02/2020,"DIRECCIÓN GENERAL DE ADMINISTRACIÓN
SUBDIRECCIÓN DE FACTOR HUMANO Y PRODUCTIVIDAD
SUBDIRECCIÓN DE PROCESO ADMINISTRATIVO INTERNO 
SUBDIRECCIÓN DE RECURSOS MATERIALES Y ADQUISICIONES
SUBDIRECCIÓN DE SERVICIOS GENERALES
","DIRECCIÓN GENERAL DE ADMINISTRACIÓN
SUBDIRECCIÓN DE FACTOR HUMANO Y PRODUCTIVIDAD
SUBDIRECCIÓN DE PROCESO ADMINISTRATIVO INTERNO 
SUBDIRECCIÓN DE RECURSOS MATERIALES Y ADQUISICIONES
SUBDIRECCIÓN DE SERVICIOS GENERALES
","Por medio del presente y en referencia a la implementación del sistema de “Oficio Electrónico”, al respecto me permito solicita a Usted, de la manera más atenta designe al personal encargado de la manipulación del sistema en comento con la finalidad de que asistan a la capacitación que habrá de otorgarse en el área de esta Subdirección a mi digno cargo, en la fecha y horario señalado a continuación:

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.







",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 06 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/036/02/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar la justificación del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 411 ARACELI MARTÍNEZ CAMILO 04/02/2020 (DÍA) SE ENCONTRABA REALIZANDO ACTIVIDADES CONCERNIENTES A ESTA SUBDIRECCIÓN

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 06 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/037/02/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar la justificación del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 197 SUSANA REYES SOTO 04/02/2020 (DÍA) SE ENCONTRABA EN CONSULTA MÉDICA

Anexo al presente constancia de permanencia ISSEMyM, para su atención procedente.
Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 07 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/039/02/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted de la manera más atenta, si no existe inconveniente alguno gire sus apreciables instrucciones a quien corresponda a efecto de realizar la justificación del siguiente servidor público.

N/P N/C NOMBRE FECHA JUSTIFICACIÓN
1 393 MANDUJANO GARCIA HONORINA 29/01/2020 (DIA)         30/01/2020 (DIA)           SE ENCONTRABA REALIZANDO ACTIVIDADES CONCERNIENTES A ESTA SUBDIRECCIÓN

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 07 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/041/02/2020,LIC. REINA JAZMIN RINCÓN MUCIÑO ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Copias Graficas, S.A. de C.V, para el periodo que comprende del 01 al 31 de enero del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV.76-2019, de igual forma adjunto al presente, factura original con número de folio 6804

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 10 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/042/02/2020,LIC. REINA JAZMIN RINCÓN MUCIÑO ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de TOTAL PLAY TELECOMUNICACIONES S.A. DE C.V. para el periodo que comprende del 01 al 31 de enero del año en curso, correspondiente al contrato número AHU/LPN/34/2019, de igual forma adjunto al presente, factura original con número de folio B1-123002225F1-3.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 10 de febrero de 2020",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/043/02/2020,LIC. REINA JAZMIN RINCÓN MUCIÑO ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de TOTAL PLAY TELECOMUNICACIONES S.A. DE C.V. para el periodo que comprende del 01 al 31 de enero del año en curso, correspondiente al contrato número AHU/LPN/34/2019, de igual forma adjunto al presente, factura original con número de folio B1-123001127F1-3.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
